Geographic Area Name,Rate_Unemployment_Whole,Rate_Unemployment_White,Rate_Unemployment_Black,Rate_Unemployment_AIndA,Rate_Unemployment_Asian,Unemployment Parity
"Kent, Delaware",0.054000000000000006,0.048,0.062,0.052000000000000005,0.03,-0.013999999999999999
"New Castle, Delaware",0.059000000000000004,0.049,0.091,0.08,0.039,-0.041999999999999996
"Sussex, Delaware",0.043,0.040999999999999995,0.055,0.013000000000000001,0.028999999999999998,-0.014000000000000005
"District of Columbia, District of Columbia",0.069,0.027000000000000003,0.132,0.08800000000000001,0.028999999999999998,-0.10500000000000001
"Alachua, Florida",0.051,0.043,0.08,0.096,0.051,-0.037000000000000005
"Baker, Florida",0.046,0.044000000000000004,0.019,,0.0,0.025000000000000005
"Bay, Florida",0.051,0.047,0.063,0.057,0.022000000000000002,-0.016
"Bradford, Florida",0.068,0.05,0.192,,0.324,-0.14200000000000002
"Brevard, Florida",0.052000000000000005,0.048,0.077,0.036000000000000004,0.037000000000000005,-0.028999999999999998
"Broward, Florida",0.061,0.047,0.087,0.047,0.048,-0.039999999999999994
"Calhoun, Florida",0.059000000000000004,0.043,0.136,0.0,0.0,-0.09300000000000001
"Charlotte, Florida",0.059000000000000004,0.057,0.071,0.051,0.051,-0.013999999999999992
"Citrus, Florida",0.08,0.076,0.105,0.0,0.10300000000000001,-0.028999999999999998
"Clay, Florida",0.061,0.057999999999999996,0.071,0.0,0.069,-0.012999999999999998
"Collier, Florida",0.039,0.036000000000000004,0.071,0.02,0.012,-0.03499999999999999
"Columbia, Florida",0.086,0.08,0.126,0.0,0.0,-0.046
"DeSoto, Florida",0.048,0.042,0.037000000000000005,0.0,0.0,0.0049999999999999975
"Dixie, Florida",0.047,0.04,0.14300000000000002,,0.0,-0.10300000000000001
"Duval, Florida",0.057999999999999996,0.042,0.094,0.067,0.035,-0.052
"Escambia, Florida",0.062,0.045,0.12300000000000001,0.142,0.032,-0.07800000000000001
"Flagler, Florida",0.048,0.046,0.036000000000000004,0.29100000000000004,0.07200000000000001,0.009999999999999995
"Franklin, Florida",0.062,0.06,0.10099999999999999,,0.0,-0.040999999999999995
"Gadsden, Florida",0.071,0.039,0.096,0.0,0.0,-0.057
"Gilchrist, Florida",0.049,0.045,0.037000000000000005,,0.0,0.007999999999999993
"Glades, Florida",0.12,0.081,0.24,0.042,0.5,-0.15899999999999997
"Gulf, Florida",0.044000000000000004,0.047,0.033,0.0,0.0,0.013999999999999999
"Hamilton, Florida",0.11699999999999999,0.08800000000000001,0.177,0.643,0.0,-0.08899999999999998
"Hardee, Florida",0.061,0.06,0.09,1.0,0.0,-0.03
"Hendry, Florida",0.07400000000000001,0.067,0.16899999999999998,0.0,0.0,-0.10199999999999998
"Hernando, Florida",0.065,0.064,0.055999999999999994,0.136,0.076,0.008000000000000007
"Highlands, Florida",0.095,0.078,0.193,0.11699999999999999,0.003,-0.115
"Hillsborough, Florida",0.055,0.047,0.08199999999999999,0.12,0.047,-0.03499999999999999
"Holmes, Florida",0.08800000000000001,0.085,0.18100000000000002,0.11199999999999999,0.0,-0.09600000000000002
"Indian River, Florida",0.065,0.062,0.094,0.095,0.0,-0.032
"Jackson, Florida",0.063,0.046,0.11900000000000001,0.14300000000000002,0.0,-0.07300000000000001
"Jefferson, Florida",0.062,0.033,0.111,0.429,0.0,-0.078
"Lafayette, Florida",0.098,0.092,0.153,,,-0.061
"Lake, Florida",0.055,0.05,0.077,0.054000000000000006,0.028999999999999998,-0.026999999999999996
"Lee, Florida",0.053,0.051,0.068,0.091,0.055999999999999994,-0.017000000000000008
"Leon, Florida",0.07200000000000001,0.059000000000000004,0.10300000000000001,0.035,0.057,-0.044000000000000004
"Levy, Florida",0.063,0.059000000000000004,0.11,0.0,0.0,-0.051
"Liberty, Florida",0.079,0.092,0.0,0.0,0.0,0.092
"Madison, Florida",0.047,0.032,0.061,0.0,0.0,-0.028999999999999998
"Manatee, Florida",0.059000000000000004,0.049,0.128,0.0,0.081,-0.079
"Marion, Florida",0.083,0.077,0.127,0.083,0.031,-0.05
"Martin, Florida",0.045,0.039,0.11900000000000001,0.282,0.0,-0.08000000000000002
"Miami-Dade, Florida",0.053,0.042,0.107,0.073,0.027000000000000003,-0.065
"Monroe, Florida",0.028999999999999998,0.026000000000000002,0.061,0.0,0.038,-0.034999999999999996
"Nassau, Florida",0.039,0.035,0.139,0.0,0.024,-0.10400000000000001
"Okaloosa, Florida",0.053,0.048,0.063,0.5539999999999999,0.05,-0.015
"Okeechobee, Florida",0.067,0.057,0.159,0.0,0.138,-0.10200000000000001
"Orange, Florida",0.051,0.040999999999999995,0.081,0.005,0.046,-0.04000000000000001
"Osceola, Florida",0.053,0.048,0.085,0.03,0.079,-0.037000000000000005
"Palm Beach, Florida",0.059000000000000004,0.05,0.099,0.035,0.037000000000000005,-0.049
"Pasco, Florida",0.057,0.055999999999999994,0.066,0.067,0.055,-0.010000000000000009
"Pinellas, Florida",0.054000000000000006,0.048,0.09300000000000001,0.08,0.051,-0.04500000000000001
"Polk, Florida",0.059000000000000004,0.052000000000000005,0.092,0.0,0.042,-0.039999999999999994
"Putnam, Florida",0.087,0.077,0.14800000000000002,0.24100000000000002,0.069,-0.07100000000000002
"St. Johns, Florida",0.046,0.044000000000000004,0.051,0.07200000000000001,0.07400000000000001,-0.006999999999999992
"St. Lucie, Florida",0.057,0.054000000000000006,0.069,0.062,0.027999999999999997,-0.015
"Santa Rosa, Florida",0.054000000000000006,0.051,0.077,0.005,0.036000000000000004,-0.026000000000000002
"Sarasota, Florida",0.044000000000000004,0.042,0.086,0.07,0.006999999999999999,-0.04399999999999999
"Seminole, Florida",0.05,0.043,0.077,0.09300000000000001,0.035,-0.034
"Sumter, Florida",0.037000000000000005,0.037000000000000005,0.053,0.0,0.0,-0.015999999999999993
"Suwannee, Florida",0.06,0.044000000000000004,0.162,1.0,0.0,-0.118
"Taylor, Florida",0.059000000000000004,0.054000000000000006,0.1,1.0,0.0,-0.046
"Union, Florida",0.069,0.055999999999999994,0.155,0.0,0.0,-0.099
"Volusia, Florida",0.049,0.046,0.069,0.075,0.044000000000000004,-0.023000000000000007
"Wakulla, Florida",0.055,0.051,0.098,0.0,0.0,-0.04700000000000001
"Walton, Florida",0.048,0.045,0.11599999999999999,0.0,0.0,-0.071
"Washington, Florida",0.08900000000000001,0.08,0.07,0.384,0.1,0.009999999999999995
"Appling, Georgia",0.040999999999999995,0.038,0.066,0.0,0.0,-0.028000000000000004
"Atkinson, Georgia",0.08,0.083,0.099,0.0,,-0.016
"Bacon, Georgia",0.045,0.036000000000000004,0.14,,,-0.10400000000000001
"Baker, Georgia",0.071,0.047,0.11900000000000001,,0.0,-0.07200000000000001
"Baldwin, Georgia",0.08199999999999999,0.065,0.10400000000000001,0.0,0.022000000000000002,-0.03900000000000001
"Banks, Georgia",0.049,0.047,0.0,,0.0,0.047
"Barrow, Georgia",0.05,0.044000000000000004,0.076,0.369,0.013000000000000001,-0.031999999999999994
"Bartow, Georgia",0.047,0.049,0.049,0.0,0.035,0.0
"Ben Hill, Georgia",0.057999999999999996,0.047,0.073,,0.0,-0.025999999999999995
"Berrien, Georgia",0.052000000000000005,0.057,0.025,1.0,0.0,0.032
"Bibb, Georgia",0.07200000000000001,0.04,0.099,0.22,0.023,-0.059000000000000004
"Bleckley, Georgia",0.062,0.048,0.10800000000000001,,,-0.06000000000000001
"Brantley, Georgia",0.057999999999999996,0.04,0.271,1.0,0.177,-0.231
"Brooks, Georgia",0.08199999999999999,0.031,0.20600000000000002,,0.0,-0.17500000000000002
"Bryan, Georgia",0.069,0.06,0.121,0.0,0.11199999999999999,-0.061
"Bulloch, Georgia",0.08,0.061,0.125,0.0,0.069,-0.064
"Burke, Georgia",0.044000000000000004,0.021,0.066,,0.0,-0.045
"Butts, Georgia",0.048,0.027000000000000003,0.11699999999999999,0.0,0.0,-0.09
"Calhoun, Georgia",0.132,0.049,0.2,,0.0,-0.15100000000000002
"Camden, Georgia",0.07,0.051,0.149,0.055999999999999994,0.13,-0.098
"Candler, Georgia",0.052000000000000005,0.043,0.083,,0.0,-0.04000000000000001
"Carroll, Georgia",0.071,0.057,0.10800000000000001,0.23,0.05,-0.05100000000000001
"Catoosa, Georgia",0.042,0.04,0.004,0.0,0.08199999999999999,0.036000000000000004
"Charlton, Georgia",0.12,0.1,0.192,0.0,0.0,-0.092
"Chatham, Georgia",0.075,0.052000000000000005,0.109,0.055,0.057,-0.056999999999999995
"Chattahoochee, Georgia",0.113,0.13699999999999998,0.05,0.0,0.113,0.08699999999999998
"Chattooga, Georgia",0.055999999999999994,0.055999999999999994,0.087,,0.0,-0.031
"Cherokee, Georgia",0.037000000000000005,0.035,0.055999999999999994,0.102,0.042,-0.02099999999999999
"Clarke, Georgia",0.052000000000000005,0.047,0.068,0.0,0.025,-0.021000000000000005
"Clay, Georgia",0.129,0.02,0.204,,0.0,-0.184
"Clayton, Georgia",0.076,0.067,0.084,0.32799999999999996,0.017,-0.017
"Clinch, Georgia",0.06,0.046,0.113,,,-0.067
"Cobb, Georgia",0.044000000000000004,0.038,0.059000000000000004,0.04,0.024,-0.021000000000000005
"Coffee, Georgia",0.04,0.037000000000000005,0.046,,0.0,-0.008999999999999994
"Colquitt, Georgia",0.078,0.064,0.11,0.446,0.0,-0.046
"Columbia, Georgia",0.045,0.034,0.077,0.0,0.057999999999999996,-0.043
"Cook, Georgia",0.055999999999999994,0.044000000000000004,0.08900000000000001,0.0,0.0,-0.045000000000000005
"Coweta, Georgia",0.040999999999999995,0.032,0.075,0.139,0.0,-0.043
"Crawford, Georgia",0.085,0.096,0.066,0.0,0.0,0.03
"Crisp, Georgia",0.11599999999999999,0.076,0.17,,0.0,-0.09400000000000001
"Dade, Georgia",0.054000000000000006,0.054000000000000006,0.068,,0.0,-0.013999999999999999
"Dawson, Georgia",0.04,0.035,0.0,,0.0,0.035
"Decatur, Georgia",0.052000000000000005,0.033,0.081,0.0,0.0,-0.048
"DeKalb, Georgia",0.064,0.031,0.08900000000000001,0.033,0.04,-0.05800000000000001
"Dodge, Georgia",0.057,0.028999999999999998,0.151,,0.0,-0.122
"Dooly, Georgia",0.11599999999999999,0.064,0.168,0.0,,-0.10400000000000001
"Dougherty, Georgia",0.132,0.063,0.162,0.0,0.0,-0.099
"Douglas, Georgia",0.066,0.067,0.068,0.0,0.008,-0.0010000000000000009
"Early, Georgia",0.08800000000000001,0.026000000000000002,0.146,,0.0,-0.12
"Echols, Georgia",0.032,0.026000000000000002,0.1,0.0,,-0.07400000000000001
"Effingham, Georgia",0.037000000000000005,0.038,0.021,0.0,0.091,0.016999999999999998
"Elbert, Georgia",0.07400000000000001,0.055,0.124,,0.0,-0.069
"Emanuel, Georgia",0.069,0.049,0.084,0.5429999999999999,0.0,-0.035
"Evans, Georgia",0.064,0.055999999999999994,0.09300000000000001,1.0,0.0,-0.03700000000000002
"Fannin, Georgia",0.053,0.05,0.125,0.133,0.0,-0.075
"Fayette, Georgia",0.039,0.035,0.05,0.0,0.02,-0.015
"Floyd, Georgia",0.054000000000000006,0.048,0.09699999999999999,0.7120000000000001,0.034,-0.04899999999999999
"Forsyth, Georgia",0.032,0.032,0.06,0.015,0.028999999999999998,-0.027999999999999997
"Franklin, Georgia",0.045,0.048,0.033,0.0,0.0,0.015
"Fulton, Georgia",0.055,0.03,0.08900000000000001,0.077,0.033,-0.05900000000000001
"Gilmer, Georgia",0.042,0.043,0.0,0.083,0.0,0.043
"Glascock, Georgia",0.019,0.02,0.0,0.0,,0.02
"Glynn, Georgia",0.049,0.040999999999999995,0.07200000000000001,0.0,0.028999999999999998,-0.031000000000000014
"Gordon, Georgia",0.033,0.034,0.0,0.0,0.051,0.034
"Grady, Georgia",0.049,0.037000000000000005,0.086,0.0,0.0,-0.04899999999999999
"Greene, Georgia",0.055,0.034,0.09300000000000001,,0.0,-0.05900000000000001
"Gwinnett, Georgia",0.042,0.035,0.059000000000000004,0.084,0.037000000000000005,-0.024
"Habersham, Georgia",0.031,0.025,0.054000000000000006,0.0,0.081,-0.029000000000000005
"Hall, Georgia",0.036000000000000004,0.034,0.054000000000000006,0.127,0.026000000000000002,-0.020000000000000004
"Hancock, Georgia",0.032,0.028999999999999998,0.033,,0.0,-0.0040000000000000036
"Haralson, Georgia",0.04,0.04,0.027999999999999997,0.0,0.0,0.012000000000000004
"Harris, Georgia",0.07,0.061,0.124,0.0,0.0,-0.063
"Hart, Georgia",0.055999999999999994,0.054000000000000006,0.062,,0.0,-0.007999999999999993
"Heard, Georgia",0.052000000000000005,0.057,0.027999999999999997,,0.0,0.029000000000000005
"Henry, Georgia",0.057,0.05,0.066,0.0,0.03,-0.016
"Houston, Georgia",0.063,0.042,0.10300000000000001,0.0,0.009000000000000001,-0.061000000000000006
"Irwin, Georgia",0.1,0.059000000000000004,0.243,0.0,0.0,-0.184
"Jackson, Georgia",0.040999999999999995,0.037000000000000005,0.076,0.0,0.098,-0.03899999999999999
"Jasper, Georgia",0.057999999999999996,0.038,0.147,,0.0,-0.10899999999999999
"Jeff Davis, Georgia",0.068,0.073,0.069,,0.0,0.00399999999999999
"Jefferson, Georgia",0.05,0.057999999999999996,0.040999999999999995,0.0,0.0,0.017
"Jenkins, Georgia",0.045,0.04,0.063,0.0,0.0,-0.023
"Johnson, Georgia",0.094,0.053,0.175,,0.0,-0.122
"Jones, Georgia",0.054000000000000006,0.052000000000000005,0.055,0.0,0.0,-0.0029999999999999957
"Lamar, Georgia",0.076,0.069,0.036000000000000004,0.0,1.0,0.033
"Lanier, Georgia",0.049,0.054000000000000006,0.036000000000000004,,,0.018000000000000002
"Laurens, Georgia",0.054000000000000006,0.038,0.081,,0.0,-0.043000000000000003
"Lee, Georgia",0.067,0.044000000000000004,0.175,0.0,0.0,-0.13099999999999998
"Liberty, Georgia",0.099,0.096,0.10400000000000001,0.0,0.083,-0.008000000000000007
"Lincoln, Georgia",0.034,0.027999999999999997,0.047,,,-0.019000000000000003
"Long, Georgia",0.12,0.115,0.11800000000000001,0.22699999999999998,0.055999999999999994,-0.0030000000000000027
"Lowndes, Georgia",0.065,0.048,0.092,0.08,0.12,-0.044
"Lumpkin, Georgia",0.044000000000000004,0.045,0.0,0.0,0.0,0.045
"McDuffie, Georgia",0.07,0.037000000000000005,0.107,,0.0,-0.06999999999999999
"McIntosh, Georgia",0.06,0.062,0.061,0.0,0.0,0.0010000000000000009
"Macon, Georgia",0.11699999999999999,0.07400000000000001,0.135,,0.0,-0.061
"Madison, Georgia",0.073,0.07,0.11199999999999999,0.0,0.214,-0.04199999999999998
"Marion, Georgia",0.067,0.073,0.027000000000000003,,,0.04599999999999999
"Meriwether, Georgia",0.062,0.051,0.08,0.0,0.0,-0.029000000000000005
"Miller, Georgia",0.07,0.06,0.084,0.846,,-0.024000000000000007
"Mitchell, Georgia",0.132,0.094,0.179,,0.0,-0.08499999999999999
"Monroe, Georgia",0.07,0.053,0.10099999999999999,0.0,0.16699999999999998,-0.047999999999999994
"Montgomery, Georgia",0.078,0.062,0.14,,1.0,-0.07800000000000001
"Morgan, Georgia",0.039,0.04,0.032,1.0,,0.008
"Murray, Georgia",0.065,0.066,0.062,0.243,0.0,0.0040000000000000036
"Muscogee, Georgia",0.092,0.057,0.126,0.05,0.075,-0.069
"Newton, Georgia",0.066,0.051,0.079,0.0,0.0,-0.028000000000000004
"Oconee, Georgia",0.03,0.027999999999999997,0.08,0.0,0.005,-0.052000000000000005
"Oglethorpe, Georgia",0.052000000000000005,0.036000000000000004,0.105,,0.0,-0.06899999999999999
"Paulding, Georgia",0.040999999999999995,0.038,0.048,0.0,0.08800000000000001,-0.010000000000000002
"Peach, Georgia",0.09699999999999999,0.068,0.145,0.0,0.032,-0.07699999999999999
"Pickens, Georgia",0.049,0.052000000000000005,0.0,0.052000000000000005,0.0,0.052000000000000005
"Pierce, Georgia",0.065,0.071,0.024,0.0,,0.04699999999999999
"Pike, Georgia",0.055,0.046,0.08900000000000001,,0.0,-0.04300000000000001
"Polk, Georgia",0.049,0.045,0.068,0.0,0.0,-0.023000000000000007
"Pulaski, Georgia",0.057,0.051,0.073,,0.0,-0.022
"Putnam, Georgia",0.042,0.042,0.039,0.0,0.0,0.0030000000000000027
"Quitman, Georgia",0.066,0.109,0.057999999999999996,,0.0,0.051000000000000004
"Rabun, Georgia",0.042,0.035,0.8029999999999999,,0.0,-0.7679999999999999
"Randolph, Georgia",0.077,0.05,0.10300000000000001,,,-0.053000000000000005
"Richmond, Georgia",0.09,0.063,0.107,0.21899999999999997,0.062,-0.044
"Rockdale, Georgia",0.067,0.048,0.075,0.198,0.11599999999999999,-0.026999999999999996
"Schley, Georgia",0.09699999999999999,0.08900000000000001,0.14400000000000002,,,-0.05500000000000001
"Screven, Georgia",0.08199999999999999,0.055999999999999994,0.131,,0.0,-0.07500000000000001
"Seminole, Georgia",0.068,0.047,0.079,,0.0,-0.032
"Spalding, Georgia",0.049,0.035,0.078,0.0,0.057999999999999996,-0.043
"Stephens, Georgia",0.083,0.08,0.085,0.0,0.085,-0.0050000000000000044
"Stewart, Georgia",0.091,0.033,0.142,,0.0,-0.10899999999999999
"Sumter, Georgia",0.085,0.025,0.13699999999999998,0.0,0.019,-0.11199999999999999
"Talbot, Georgia",0.05,0.02,0.071,,0.0,-0.05099999999999999
"Taliaferro, Georgia",0.073,0.099,0.062,,,0.037000000000000005
"Tattnall, Georgia",0.046,0.053,0.055,0.0,0.0,-0.0020000000000000018
"Taylor, Georgia",0.105,0.084,0.126,,0.0,-0.041999999999999996
"Telfair, Georgia",0.02,0.008,0.038,,0.0,-0.03
"Terrell, Georgia",0.075,0.018000000000000002,0.11900000000000001,1.0,0.0,-0.101
"Thomas, Georgia",0.07400000000000001,0.049,0.114,0.3,0.0,-0.065
"Tift, Georgia",0.027000000000000003,0.025,0.036000000000000004,0.0,0.0,-0.011000000000000003
"Toombs, Georgia",0.09,0.065,0.12,,0.0,-0.05499999999999999
"Towns, Georgia",0.043,0.044000000000000004,0.032,0.0,0.0,0.012000000000000004
"Treutlen, Georgia",0.08800000000000001,0.068,0.159,,,-0.091
"Troup, Georgia",0.065,0.055999999999999994,0.073,0.23600000000000002,0.0,-0.017
"Turner, Georgia",0.062,0.025,0.12300000000000001,,0.0,-0.098
"Twiggs, Georgia",0.061,0.05,0.077,,0.0,-0.026999999999999996
"Union, Georgia",0.049,0.042,0.353,0.0,0.0,-0.311
"Upson, Georgia",0.057999999999999996,0.057,0.063,0.0,0.0,-0.005999999999999998
"Walker, Georgia",0.059000000000000004,0.057,0.027999999999999997,0.861,0.11199999999999999,0.029000000000000005
"Walton, Georgia",0.051,0.040999999999999995,0.105,0.0,0.031,-0.064
"Ware, Georgia",0.053,0.027000000000000003,0.087,0.0,0.0,-0.05999999999999999
"Warren, Georgia",0.048,0.027000000000000003,0.065,,0.0,-0.038
"Washington, Georgia",0.061,0.034,0.085,,0.222,-0.051000000000000004
"Wayne, Georgia",0.061,0.055,0.105,,0.0,-0.049999999999999996
"Webster, Georgia",0.036000000000000004,0.02,0.057,,,-0.037000000000000005
"Wheeler, Georgia",0.134,0.083,0.217,,,-0.134
"White, Georgia",0.034,0.033,0.0,0.397,0.0,0.033
"Whitfield, Georgia",0.053,0.052000000000000005,0.136,0.069,0.039,-0.084
"Wilcox, Georgia",0.067,0.042,0.155,0.0,,-0.11299999999999999
"Wilkes, Georgia",0.03,0.018000000000000002,0.053,,0.0,-0.034999999999999996
"Wilkinson, Georgia",0.08,0.055,0.115,0.0,,-0.060000000000000005
"Worth, Georgia",0.071,0.061,0.09699999999999999,0.0,0.0,-0.03599999999999999
"Hawaii, Hawaii",0.062,0.062,0.20199999999999999,0.003,0.027999999999999997,-0.13999999999999999
"Honolulu, Hawaii",0.04,0.043,0.08900000000000001,0.084,0.026000000000000002,-0.04600000000000001
"Kalawao, Hawaii",0.0,0.0,0.0,0.0,0.0,0.0
"Kauai, Hawaii",0.038,0.038,0.032,0.065,0.026000000000000002,0.005999999999999998
"Maui, Hawaii",0.04,0.044000000000000004,0.04,0.0,0.02,0.0040000000000000036
"Ada, Idaho",0.039,0.037000000000000005,0.075,0.009000000000000001,0.044000000000000004,-0.03799999999999999
"Adams, Idaho",0.086,0.068,1.0,0.0,,-0.9319999999999999
"Bannock, Idaho",0.055,0.053,0.05,0.19,0.008,0.0029999999999999957
"Bear Lake, Idaho",0.03,0.032,0.0,0.0,0.0,0.032
"Benewah, Idaho",0.08,0.07200000000000001,1.0,0.14300000000000002,0.0,-0.9279999999999999
"Bingham, Idaho",0.048,0.039,0.0,0.172,0.20199999999999999,0.039
"Blaine, Idaho",0.02,0.021,0.0,0.0,0.0,0.021
"Boise, Idaho",0.054000000000000006,0.052000000000000005,1.0,0.0,0.0,-0.948
"Bonner, Idaho",0.034,0.035,0.0,0.0,0.0,0.035
"Bonneville, Idaho",0.034,0.035,0.0,0.0,0.015,0.035
"Boundary, Idaho",0.033,0.034,0.0,0.0,0.0,0.034
"Butte, Idaho",0.048,0.049,0.0,,,0.049
"Camas, Idaho",0.024,0.024,,,,
"Canyon, Idaho",0.055999999999999994,0.055,0.316,0.086,0.008,-0.261
"Caribou, Idaho",0.038,0.04,,0.0,0.0,
"Cassia, Idaho",0.027999999999999997,0.027999999999999997,0.0,0.0,0.16699999999999998,0.027999999999999997
"Clark, Idaho",0.033,0.036000000000000004,,0.0,,
"Clearwater, Idaho",0.069,0.067,0.0,0.0,0.0,0.067
"Custer, Idaho",0.036000000000000004,0.038,0.0,0.0,,0.038
"Elmore, Idaho",0.071,0.066,0.126,0.0,0.0,-0.06
"Franklin, Idaho",0.015,0.012,0.5429999999999999,0.0,0.0,-0.5309999999999999
"Fremont, Idaho",0.057,0.052000000000000005,,,0.0,
"Gem, Idaho",0.03,0.027999999999999997,0.0,0.0,0.0,0.027999999999999997
"Gooding, Idaho",0.054000000000000006,0.057999999999999996,,0.0,0.0,
"Idaho, Idaho",0.053,0.049,0.0,0.16,0.0,0.049
"Jefferson, Idaho",0.045,0.046,,0.0,0.08800000000000001,
"Jerome, Idaho",0.036000000000000004,0.038,0.0,0.0,0.0,0.038
"Kootenai, Idaho",0.040999999999999995,0.04,0.0,0.10800000000000001,0.016,0.04
"Latah, Idaho",0.042,0.039,0.0,0.035,0.045,0.039
"Lemhi, Idaho",0.045,0.037000000000000005,,0.0,,
"Lewis, Idaho",0.06,0.063,0.0,0.011000000000000001,0.0,0.063
"Lincoln, Idaho",0.037000000000000005,0.033,,0.33299999999999996,0.0,
"Madison, Idaho",0.067,0.071,0.0,,0.0,0.071
"Minidoka, Idaho",0.037000000000000005,0.036000000000000004,0.0,0.081,0.0,0.036000000000000004
"Nez Perce, Idaho",0.038,0.032,0.0,0.121,0.038,0.032
"Oneida, Idaho",0.011000000000000001,0.012,0.0,,,0.012
"Owyhee, Idaho",0.035,0.038,,0.034,,
"Payette, Idaho",0.054000000000000006,0.049,0.0,0.475,0.0,0.049
"Power, Idaho",0.068,0.066,0.16699999999999998,0.0,,-0.10099999999999998
"Shoshone, Idaho",0.081,0.07,0.0,0.366,0.0,0.07
"Teton, Idaho",0.055999999999999994,0.037000000000000005,,0.0,,
"Twin Falls, Idaho",0.033,0.034,0.122,0.0,0.012,-0.088
"Valley, Idaho",0.017,0.017,,0.0,0.0,
"Washington, Idaho",0.042,0.042,,,,
"Adams, Illinois",0.044000000000000004,0.039,0.13699999999999998,0.0,0.019,-0.09799999999999998
"Alexander, Illinois",0.071,0.065,0.087,0.0,,-0.021999999999999992
"Bond, Illinois",0.031,0.032,0.013999999999999999,0.0,0.0,0.018000000000000002
"Boone, Illinois",0.062,0.057999999999999996,0.004,0.0,0.011000000000000001,0.05399999999999999
"Brown, Illinois",0.037000000000000005,0.037000000000000005,,,,
"Bureau, Illinois",0.05,0.047,0.209,0.0,0.0,-0.16199999999999998
"Calhoun, Illinois",0.031,0.031,0.0,,0.0,0.031
"Carroll, Illinois",0.055999999999999994,0.055,0.158,,0.0,-0.10300000000000001
"Cass, Illinois",0.065,0.06,0.191,0.0,0.0,-0.131
"Champaign, Illinois",0.048,0.037000000000000005,0.109,0.079,0.027999999999999997,-0.072
"Christian, Illinois",0.033,0.034,0.0,,0.0,0.034
